Gender,Age,Education,Marital_Status,Employment_Status,Annual_Income,Co_Applicant_Income,State,Family_Members,Loan_Types,Savings_Balance,Existing_Loans,Home_Ownership,Mortgage,Loan_Amount,Loan_Term,Interest_Rate,Credit_History,Previous_Defaults,No_Of_Open_Accounts,Missed_Payments,Property_Area,Property_Value,Loan_Approveled
Male,43,Not Graduate,Married,Self-employed,335000,0,Chandigarh,0,Home Loan,46460,1,Family,Apartment/Flat,4037570,99,8.47,Good,0,8,0,Rural,684400,0
Male,67,Graduate,Single,Employed,451300,0,Tripura,1,Home Loan,452760,0,Rent,House,5027570,165,8.31,Good,0,8,0,Urban,888900,0
Female,68,Not Graduate,Married,Unemployed,60300,0,Chandigarh,8,Business Loan,35560,0,Rent,Land/Plot,327040,34,9.94,Good,0,5,2,Semi-urban,890200,0
Male,33,Undergraduate,Single,Employed,458200,0,Haryana,6,Gold Loan,133930,0,Rent,Gold,84050,32,8.34,Good,1,8,1,Semi-urban,955300,1
Female,68,Graduate,Married,Employed,181400,0,Andaman and Nicobar Islands,2,Personal Loan,79130,0,Rent,Home,87500,47,8.64,Good,0,6,1,Urban,376500,1
Female,32,Undergraduate,Married,Employed,108500,143000,Puducherry,0,Home Loan,59610,2,Family,Apartment/Flat,1714010,334,13.25,Bad,1,13,2,Urban,1539400,0
Female,43,Undergraduate,Married,Employed,223800,0,Puducherry,10,Business Loan,41640,0,Family,Commercial Property,591660,170,14.25,Bad,2,3,6,Semi-urban,993600,0
Female,19,Undergraduate,Single,Employed,189400,0,Jharkhand,1,Travel Loan,44490,0,Rent,Home,130730,7,12.3,Good,0,4,0,Urban,104700,1
Male,39,Graduate,Married,Self-employed,197100,0,Meghalaya,5,Home Loan,129090,0,Rent,House,5441530,306,7.67,Good,0,8,1,Rural,1877000,0
Female,78,Graduate,Single,Employed,364600,0,Tripura,2,Education Loan,251460,0,Rent,Agricultural Land,174550,95,8.73,Good,0,6,0,Urban,65800,1
Male,45,Not Graduate,Married,Unemployed,69200,191200,Assam,4,Education Loan,10320,0,Rent,Agricultural Land,968180,13,10.32,Bad,1,13,5,Semi-urban,57000,0
Other,62,Graduate,Single,Employed,594200,0,Tripura,7,Wedding Loan,1030960,0,Rent,Home,186160,69,9.51,Good,0,5,0,Urban,368700,1
Male,24,Graduate,Single,Employed,211300,0,Jharkhand,5,Personal Loan,19800,0,Rent,Home,90250,14,10.82,Good,0,6,1,Semi-urban,350100,1
Female,58,Graduate,Married,Employed,423400,0,Dadra and Nagar Haveli and Daman and Diu,0,Home Loan,18810,1,Rent,House,1320120,102,6.0,Good,0,10,0,Urban,3485200,0
Female,41,Undergraduate,Single,Employed,217500,0,Tamil Nadu,0,Car Loan / Vehicle Loan,238530,1,Rent,Car / Vehicle,305220,21,10.1,Good,0,13,0,Urban,248500,0
Male,64,Undergraduate,Married,Employed,716400,0,Manipur,10,Personal Loan,354770,1,Own,Home,272050,28,10.82,Good,0,2,1,Semi-urban,114100,1
Female,76,Undergraduate,Single,Self-employed,617200,0,Arunachal Pradesh,2,Personal Loan,197900,0,Own,Home,565660,43,10.77,Bad,1,11,5,Semi-urban,69400,0
Male,51,Not Graduate,Married,Self-employed,453800,0,Uttar Pradesh,4,Home Loan,239840,0,Rent,House,851880,249,7.75,Good,0,1,2,Semi-urban,3539800,1
Male,24,Graduate,Single,Employed,160400,117900,Punjab,8,Credit Card Loan,25760,2,Rent,Home,79960,35,8.14,Good,0,9,0,Urban,115900,1
Male,47,Graduate,Married,Employed,343600,0,Tamil Nadu,9,Business Loan,23650,1,Family,Land/Plot,486730,91,9.85,Good,0,1,0,Urban,1741000,1
Male,25,Graduate,Married,Employed,331500,0,Andhra Pradesh,3,Personal Loan,63950,1,Rent,Gold,204820,31,11.22,Good,0,13,0,Urban,122700,1
Female,46,Graduate,Married,Employed,323200,0,Meghalaya,2,Personal Loan,51150,0,Family,Home,304470,12,13.29,Good,0,8,0,Urban,230800,1
Female,21,Undergraduate,Single,Employed,105100,354600,West Bengal,4,Personal Loan,13180,2,Family,Home,262490,7,17.62,Good,0,13,0,Urban,125200,1
Male,58,Graduate,Married,Employed,576700,0,Jammu and Kashmir,3,Personal Loan,98440,1,Rent,Home,914320,32,12.08,Good,1,5,1,Urban,233900,1
Female,37,Graduate,Married,Self-employed,193700,0,Madhya Pradesh,7,Home Loan,33440,1,Family,House,1103310,83,8.75,Good,0,4,1,Semi-urban,1142700,0
Female,30,Not Graduate,Single,Unemployed,60000,0,Jharkhand,7,Gold Loan,11370,1,Rent,Gold,324290,16,7.72,Good,2,4,2,Urban,1359700,0
Female,19,Undergraduate,Married,Employed,261900,146900,Uttar Pradesh,2,Gold Loan,98210,0,Rent,Gold,278420,20,10.05,Good,0,8,0,Urban,1271200,1
Male,73,Graduate,Married,Unemployed,169600,0,Himachal Pradesh,4,Medical Loan,73260,1,Rent,Home,102090,13,9.85,Good,0,14,0,Semi-urban,123200,1
Female,70,Undergraduate,Married,Self-employed,241400,0,Delhi,8,Home Loan,84800,2,Family,Apartment/Flat,512000,140,6.0,Good,0,6,1,Semi-urban,2641800,1
Male,69,Undergraduate,Single,Employed,510400,293300,Tamil Nadu,5,Car Loan / Vehicle Loan,18480,2,Rent,Car / Vehicle,1333750,54,13.84,Good,0,2,1,Semi-urban,137100,0
Female,21,Not Graduate,Married,Self-employed,102800,0,Ladakh,6,Personal Loan,12590,1,Family,Home,73530,24,12.11,Good,0,12,0,Urban,62500,1
Female,40,Undergraduate,Divorced,Employed,499000,0,Gujarat,8,Business Loan,61800,1,Rent,House,508870,169,12.37,Good,0,4,0,Semi-urban,1231700,1
Female,79,Graduate,Married,Self-employed,710200,0,Bihar,7,Personal Loan,511410,0,Own,Home,760200,35,15.19,Good,0,11,0,Urban,83700,1
Male,54,Graduate,Married,Self-employed,443400,0,Chandigarh,7,Car Loan / Vehicle Loan,62180,1,Family,Fixed Deposit,424840,65,6.0,Good,0,6,0,Semi-urban,104200,1
Male,26,Graduate,Divorced,Self-employed,190800,173300,Karnataka,5,Personal Loan,11560,3,Rent,Home,71450,25,11.42,Bad,1,15,4,Rural,71400,0
Female,26,Undergraduate,Single,Self-employed,144500,0,Madhya Pradesh,9,Car Loan / Vehicle Loan,69320,2,Family,Gold,288550,49,16.02,Bad,0,7,3,Semi-urban,307500,0
Male,34,Undergraduate,Single,Self-employed,1222400,0,Jharkhand,0,Personal Loan,363520,1,Rent,Home,188170,9,8.55,Good,0,5,0,Rural,23800,1
Male,79,Undergraduate,Married,Employed,111600,73200,Meghalaya,0,Education Loan,230610,0,Rent,Agricultural Land,2358960,129,14.33,Bad,1,7,2,Urban,49700,0
Female,28,Undergraduate,Married,Unemployed,60000,0,Jammu and Kashmir,7,Personal Loan,5490,0,Rent,Home,582200,21,15.34,Bad,1,5,2,Urban,38900,0
Female,74,Graduate,Divorced,Employed,902200,0,Tripura,6,Personal Loan,209500,0,Own,Home,265930,34,19.03,Bad,0,9,6,Urban,174000,0
Male,60,Graduate,Married,Self-employed,874100,100200,Assam,3,Home Loan,105400,1,Own,Apartment/Flat,749060,284,11.76,Good,0,5,1,Urban,1059000,1
Male,76,Graduate,Single,Self-employed,654400,161400,Delhi,6,Education Loan,79030,1,Rent,Agricultural Land,236080,90,15.87,Bad,0,10,3,Urban,476300,0
Female,70,Graduate,Single,Employed,164500,74500,Meghalaya,1,Wedding Loan,23550,2,Rent,Home,306360,57,6.83,Good,0,13,1,Rural,116500,0
Male,38,Undergraduate,Single,Employed,401900,0,Tripura,6,Personal Loan,46140,2,Family,Home,59840,30,15.71,Bad,0,6,2,Urban,53500,0
Male,70,Not Graduate,Married,Self-employed,187900,214300,Maharashtra,3,Credit Card Loan,60270,0,Rent,Home,67190,17,17.65,Good,0,6,0,Rural,70200,1
Male,28,Graduate,Single,Unemployed,85100,0,Bihar,6,Personal Loan,24740,1,Family,Home,72510,41,10.98,Good,0,5,0,Rural,133800,1
Male,36,Undergraduate,Married,Self-employed,387900,0,Meghalaya,3,Education Loan,104560,1,Rent,Agricultural Land,145980,137,7.49,Good,0,12,0,Semi-urban,105700,1
Other,31,Graduate,Married,Employed,409300,0,Madhya Pradesh,7,Car Loan / Vehicle Loan,312100,3,Rent,Car / Vehicle,231270,70,9.19,Good,0,10,0,Rural,66100,1
Male,26,Undergraduate,Single,Employed,147800,0,Andhra Pradesh,1,Wedding Loan,63860,2,Rent,Fixed Deposit,119150,47,13.19,Good,0,5,0,Urban,102900,1
Male,23,Graduate,Single,Employed,480300,0,West Bengal,9,Home Loan,259060,2,Family,Apartment/Flat,1386660,227,6.0,Good,0,11,0,Rural,2277100,0
Male,29,Undergraduate,Married,Employed,364700,163500,Delhi,5,Home Loan,114720,1,Rent,House,3157790,162,12.45,Good,0,3,0,Semi-urban,734700,0
Male,25,Graduate,Single,Self-employed,164100,181600,Jammu and Kashmir,2,Home Loan,58100,0,Family,Apartment/Flat,631010,265,6.0,Good,0,7,1,Semi-urban,998600,1
Male,41,Graduate,Divorced,Employed,307900,72100,Himachal Pradesh,10,Personal Loan,178790,0,Rent,Home,1242590,50,12.31,Bad,0,9,6,Semi-urban,145400,0
Other,22,Undergraduate,Married,Employed,120100,0,Tamil Nadu,1,Personal Loan,13300,1,Rent,Home,166890,59,7.97,Good,0,9,0,Rural,66300,1
Female,21,Graduate,Single,Employed,211300,0,Punjab,5,Education Loan,34610,0,Rent,Agricultural Land,156760,25,9.07,Good,0,3,1,Rural,88700,1
Male,80,Graduate,Married,Unemployed,221300,230800,Sikkim,0,Home Loan,64870,1,Rent,Apartment/Flat,1109580,354,10.95,Bad,2,2,5,Urban,4561600,0
Male,23,Graduate,Single,Employed,85600,0,Andaman and Nicobar Islands,9,Education Loan,24460,0,Rent,Gold,180440,93,12.28,Good,0,6,0,Urban,116100,1
Male,22,Not Graduate,Single,Employed,60000,129200,Maharashtra,1,Home Loan,5320,0,Rent,House,2452040,75,7.46,Good,0,9,0,Urban,4252200,0
Male,19,Graduate,Single,Employed,126800,0,Jharkhand,2,Consumer Durable Loan,64490,0,Rent,Home,85260,18,11.79,Good,0,9,2,Rural,17600,1
Female,26,Undergraduate,Married,Employed,444800,99300,Nagaland,7,Home Loan,388950,2,Rent,Apartment/Flat,656240,324,7.7,Good,0,8,1,Urban,3199300,1
Male,51,Not Graduate,Married,Employed,336400,0,Telangana,9,Gold Loan,276850,0,Rent,Gold,651560,6,12.72,Bad,0,0,1,Semi-urban,458700,0
Female,70,Undergraduate,Single,Self-employed,1022300,0,Meghalaya,4,Car Loan / Vehicle Loan,162300,0,Own,Car / Vehicle,498550,62,10.01,Good,0,7,0,Urban,268300,1
Female,64,Graduate,Married,Employed,451600,0,Karnataka,2,Car Loan / Vehicle Loan,246410,1,Family,Car / Vehicle,676100,54,6.23,Good,0,12,0,Rural,62800,0
Male,54,Undergraduate,Married,Employed,247700,116200,Arunachal Pradesh,3,Consumer Durable Loan,49600,0,Rent,Home,75470,13,8.62,Good,0,2,0,Rural,154300,1
Female,23,Graduate,Married,Employed,94200,0,Rajasthan,10,Medical Loan,27550,1,Rent,Home,64430,22,8.24,Good,0,9,0,Semi-urban,70200,1
Male,66,Undergraduate,Married,Employed,249500,0,Andhra Pradesh,10,Personal Loan,166560,1,Rent,Home,505240,29,11.79,Good,0,10,1,Urban,92400,1
Male,20,Graduate,Married,Employed,149000,134200,Mizoram,1,Gold Loan,120390,0,Rent,Gold,85120,10,10.87,Good,0,11,0,Rural,1916200,1
Female,57,Undergraduate,Married,Self-employed,113100,33100,Tamil Nadu,9,Car Loan / Vehicle Loan,21950,1,Rent,Car / Vehicle,466250,66,10.05,Good,0,5,0,Urban,231000,0
Male,43,Undergraduate,Single,Employed,211100,0,Mizoram,9,Personal Loan,38520,3,Rent,Home,61880,25,11.7,Good,1,8,0,Semi-urban,110200,0
Female,73,Graduate,Married,Employed,308300,0,Odisha,5,Gold Loan,282590,1,Rent,Gold,165000,30,11.53,Good,0,6,0,Rural,2661300,1
Female,37,Graduate,Single,Self-employed,402400,0,Jharkhand,2,Credit Card Loan,102610,0,Rent,Home,149250,26,13.94,Good,0,13,0,Semi-urban,174500,1
Male,58,Graduate,Married,Unemployed,153000,0,Himachal Pradesh,5,Personal Loan,3830,1,Rent,Home,1244130,34,13.66,Bad,0,8,8,Rural,13500,1
Female,45,Undergraduate,Married,Employed,417200,0,Dadra and Nagar Haveli and Daman and Diu,8,Gold Loan,163990,1,Rent,Gold,66530,25,12.07,Good,1,10,1,Urban,2252400,1
Male,50,Graduate,Single,Employed,197800,0,Jammu and Kashmir,2,Farm Equipment Loan,28800,2,Family,Other,625980,12,9.15,Good,0,10,3,Semi-urban,1646200,0
Female,77,Undergraduate,Single,Unemployed,67100,142900,Goa,3,Home Loan,14780,1,Rent,Apartment/Flat,1147870,290,9.24,Good,0,7,0,Rural,979500,0
Male,62,Undergraduate,Married,Employed,655000,43600,Haryana,5,Education Loan,291030,0,Rent,Agricultural Land,159170,112,16.1,Bad,2,9,3,Semi-urban,280100,0
Male,44,Not Graduate,Married,Unemployed,70900,0,Madhya Pradesh,0,Gold Loan,4470,1,Rent,Gold,118300,34,11.01,Good,0,15,0,Rural,1006500,1
Male,46,Graduate,Married,Self-employed,776000,0,Uttar Pradesh,4,Home Loan,395370,1,Rent,Apartment/Flat,942430,166,11.64,Good,0,7,0,Rural,1879800,1
Female,62,Graduate,Married,Employed,455200,0,Assam,1,Home Loan,37450,0,Family,Apartment/Flat,848430,231,8.35,Good,1,7,0,Urban,3847300,1
Male,39,Graduate,Single,Employed,424200,0,Andaman and Nicobar Islands,0,Education Loan,64730,0,Rent,Agricultural Land,1346520,97,12.37,Good,1,10,0,Urban,178000,1
Female,28,Undergraduate,Single,Unemployed,96200,0,Andhra Pradesh,4,Home Loan,34300,2,Rent,Apartment/Flat,555370,157,9.6,Bad,1,8,4,Semi-urban,1172900,0
Male,47,Graduate,Married,Employed,335400,102500,Dadra and Nagar Haveli and Daman and Diu,8,Business Loan,34650,0,Rent,House,420020,113,12.41,Good,1,5,0,Rural,424100,1
Male,22,Graduate,Married,Employed,157800,0,Arunachal Pradesh,10,Car Loan / Vehicle Loan,16350,1,Family,Car / Vehicle,754190,57,10.94,Good,0,12,0,Rural,30600,0
Male,28,Graduate,Married,Employed,194300,224100,Dadra and Nagar Haveli and Daman and Diu,4,Car Loan / Vehicle Loan,70220,1,Rent,Car / Vehicle,956160,57,12.0,Good,0,9,0,Urban,658500,1
Male,44,Undergraduate,Single,Employed,328200,162500,Ladakh,8,Education Loan,138570,0,Rent,Agricultural Land,348240,79,10.31,Good,0,14,0,Semi-urban,90800,1
Female,68,Not Graduate,Single,Self-employed,441600,0,Andaman and Nicobar Islands,2,Home Loan,105900,0,Rent,Apartment/Flat,6646000,128,11.93,Good,0,3,1,Semi-urban,1230500,1
Male,67,Graduate,Married,Employed,393400,138500,Puducherry,7,Home Loan,178530,1,Family,Apartment/Flat,6513250,268,9.91,Good,0,5,2,Urban,858300,0
Female,34,Graduate,Married,Employed,636300,0,Mizoram,7,Gold Loan,4414350,1,Family,Gold,335360,8,10.73,Good,0,10,0,Semi-urban,2002100,1
Female,44,Graduate,Married,Employed,1121000,0,Telangana,3,Personal Loan,94100,1,Rent,Home,598170,39,16.71,Bad,4,12,2,Rural,118800,0
Male,27,Graduate,Single,Employed,168600,0,Tamil Nadu,4,Gold Loan,7770,0,Rent,Gold,83540,30,11.97,Bad,0,9,5,Semi-urban,982600,1
Female,65,Not Graduate,Married,Employed,567500,0,Andhra Pradesh,7,Gold Loan,385370,1,Family,Gold,500900,33,9.89,Good,0,4,0,Urban,2562500,1
Female,33,Graduate,Married,Self-employed,354300,0,Dadra and Nagar Haveli and Daman and Diu,3,Education Loan,38030,0,Family,Agricultural Land,181590,146,8.64,Good,0,7,0,Semi-urban,267900,1
Female,68,Undergraduate,Married,Employed,485300,0,Uttar Pradesh,6,Business Loan,180310,1,Rent,Commercial Property,260150,42,11.61,Good,0,4,0,Urban,2072600,1
Female,71,Not Graduate,Married,Employed,274200,0,Meghalaya,2,Car Loan / Vehicle Loan,123200,3,Rent,Gold,317180,70,12.17,Bad,0,8,2,Semi-urban,92100,0
Female,61,Undergraduate,Married,Unemployed,244900,62500,Haryana,5,Credit Card Loan,65850,1,Rent,Home,10830,32,11.59,Good,0,6,0,Rural,529300,1
Female,38,Graduate,Married,Employed,452200,0,Tripura,0,Home Loan,156130,0,Rent,Apartment/Flat,2065800,206,11.11,Good,0,5,2,Semi-urban,1549400,0
Male,78,Undergraduate,Married,Employed,325100,0,Puducherry,4,Personal Loan,352780,1,Rent,Home,358220,7,10.47,Bad,3,12,3,Rural,64900,0
Female,61,Graduate,Married,Employed,391100,0,Goa,5,Car Loan / Vehicle Loan,66250,1,Rent,Car / Vehicle,278440,21,10.97,Bad,1,8,4,Semi-urban,51500,0
Male,58,Graduate,Married,Employed,254100,226100,Ladakh,9,Personal Loan,195080,2,Rent,Home,475490,18,17.21,Bad,0,2,2,Urban,81900,0
Female,71,Not Graduate,Single,Employed,215600,120600,Rajasthan,4,Home Loan,20900,0,Family,House,2016090,115,6.03,Good,0,11,0,Semi-urban,1182600,0
Female,73,Graduate,Married,Employed,962600,186200,Andaman and Nicobar Islands,0,Home Loan,352360,2,Rent,Apartment/Flat,531030,113,10.53,Good,0,11,0,Semi-urban,1993900,1
Female,22,Graduate,Single,Self-employed,450800,0,Goa,0,Car Loan / Vehicle Loan,183960,0,Rent,Car / Vehicle,928790,13,10.14,Good,0,9,1,Urban,294400,1
Female,73,Graduate,Single,Employed,346000,0,Bihar,5,Home Loan,89990,1,Rent,Land/Plot,1045500,277,9.36,Good,0,7,1,Urban,2272800,0
Female,66,Graduate,Married,Employed,269000,65600,Telangana,8,Car Loan / Vehicle Loan,161600,1,Rent,Vehicle,804110,75,11.5,Bad,0,3,3,Semi-urban,109100,0
Female,31,Undergraduate,Single,Self-employed,456300,0,Karnataka,9,Gold Loan,130590,2,Rent,Gold,169760,24,9.86,Good,0,11,0,Urban,1727200,1
Male,37,Undergraduate,Divorced,Self-employed,402700,0,Maharashtra,8,Home Loan,145250,0,Family,House,4265580,70,10.27,Good,1,4,0,Urban,1546200,0
Male,65,Undergraduate,Married,Employed,132800,0,Tamil Nadu,3,Personal Loan,20870,3,Rent,Home,76140,28,14.21,Bad,0,8,1,Urban,323600,0
Male,31,Graduate,Single,Unemployed,480400,64100,Himachal Pradesh,5,Car Loan / Vehicle Loan,59760,1,Family,Car / Vehicle,1077530,29,8.96,Good,1,9,0,Rural,252000,0
Male,46,Graduate,Single,Employed,449300,0,Madhya Pradesh,9,Home Loan,54780,1,Family,Apartment/Flat,5695260,292,7.95,Good,0,6,0,Urban,2348100,0
Female,61,Graduate,Single,Employed,1254400,363700,Madhya Pradesh,9,Home Loan,212360,2,Rent,House,4165550,270,10.88,Bad,1,4,2,Semi-urban,515000,0
Female,58,Undergraduate,Single,Employed,433200,0,Madhya Pradesh,4,Personal Loan,42970,1,Family,Home,1183220,55,7.85,Good,0,11,0,Urban,141800,0
Male,75,Undergraduate,Single,Employed,222100,80300,Uttar Pradesh,5,Personal Loan,273570,2,Rent,Home,1459950,47,11.24,Good,0,8,1,Urban,259800,0
Male,25,Undergraduate,Single,Employed,227100,56100,Goa,0,Credit Card Loan,49070,0,Rent,Home,127900,30,19.76,Bad,0,8,3,Urban,121500,0
Female,36,Not Graduate,Single,Employed,95100,319000,Jammu and Kashmir,1,Home Loan,26100,1,Rent,Apartment/Flat,1842970,193,11.58,Bad,1,2,5,Urban,1938400,0
Male,80,Undergraduate,Married,Employed,367300,0,Uttar Pradesh,5,Personal Loan,40540,1,Rent,Home,104540,21,10.67,Good,0,11,0,Urban,43900,0
Female,53,Graduate,Single,Unemployed,86100,246900,Andhra Pradesh,5,Personal Loan,122160,1,Rent,Home,428060,38,11.82,Good,0,7,2,Urban,236300,1
Other,33,Undergraduate,Single,Self-employed,255800,0,Rajasthan,6,Business Loan,57680,1,Rent,Commercial Property,262410,131,8.46,Good,0,3,0,Semi-urban,1103000,1
Male,36,Undergraduate,Single,Employed,325800,0,Gujarat,3,Consumer Durable Loan,56220,0,Rent,Fixed Deposit,148220,4,9.08,Bad,0,8,7,Urban,65000,1
Male,39,Not Graduate,Single,Employed,270100,0,Goa,2,Home Loan,50170,1,Rent,Apartment/Flat,2684620,161,10.38,Good,0,4,0,Urban,1909700,0
Male,52,Graduate,Single,Self-employed,240500,89700,Uttar Pradesh,4,Farm Equipment Loan,56160,0,Rent,Other,353220,101,12.52,Good,0,8,0,Urban,2891700,1
Male,35,Undergraduate,Single,Employed,194300,220600,Himachal Pradesh,9,Car Loan / Vehicle Loan,42120,1,Rent,Fixed Deposit,274110,56,7.5,Bad,0,6,1,Rural,35400,0
Male,57,Graduate,Single,Employed,166000,0,Rajasthan,10,Farm Equipment Loan,15630,1,Family,Agricultural Land,1579180,105,10.6,Good,0,2,0,Urban,1242800,0
Male,46,Undergraduate,Married,Employed,502500,64200,Karnataka,0,Car Loan / Vehicle Loan,276450,0,Rent,Car / Vehicle,365990,62,9.48,Good,0,12,1,Semi-urban,67100,1
Male,56,Not Graduate,Single,Employed,330000,0,Kerala,3,Personal Loan,37420,1,Rent,Vehicle,514390,14,9.91,Good,0,9,0,Semi-urban,605900,1
Male,27,Not Graduate,Single,Employed,85900,0,Tripura,5,Personal Loan,45380,0,Rent,Home,179320,23,8.81,Good,0,13,1,Urban,70000,0
Male,57,Graduate,Married,Employed,1066100,103000,Telangana,2,Home Loan,101670,2,Family,House,1437170,339,7.86,Good,0,11,0,Urban,1974900,1
Female,76,Graduate,Married,Employed,635900,217100,Andhra Pradesh,3,Education Loan,201930,1,Rent,Agricultural Land,210380,151,7.08,Good,0,7,1,Semi-urban,56000,1
Male,26,Undergraduate,Single,Employed,199500,0,Delhi,1,Home Loan,24300,1,Rent,Apartment/Flat,2482590,320,7.88,Good,0,11,2,Rural,1666800,0
Female,38,Undergraduate,Married,Self-employed,251300,0,Sikkim,5,Home Loan,38810,2,Rent,Apartment/Flat,967420,279,6.0,Good,0,11,1,Rural,924700,0
Male,61,Not Graduate,Married,Employed,207900,0,Jharkhand,9,Car Loan / Vehicle Loan,84450,1,Rent,Car / Vehicle,1352080,46,10.79,Good,0,7,0,Urban,97700,0
Male,56,Graduate,Divorced,Employed,318800,132700,Chhattisgarh,10,Wedding Loan,226690,1,Rent,Home,883780,44,15.01,Good,0,10,0,Urban,134800,0
Male,60,Undergraduate,Married,Employed,750700,0,Nagaland,0,Wedding Loan,891860,0,Own,Home,538310,12,11.1,Good,0,8,0,Urban,101900,1
Female,53,Undergraduate,Married,Employed,457700,0,Uttar Pradesh,7,Personal Loan,170540,1,Family,Home,1211910,25,12.8,Good,0,12,0,Urban,223700,0
Male,61,Graduate,Married,Self-employed,301400,0,Andhra Pradesh,9,Personal Loan,82960,2,Rent,Home,100900,38,10.41,Good,0,3,0,Rural,98600,0
Male,56,Graduate,Married,Employed,1004000,0,Karnataka,8,Home Loan,128430,1,Own,House,4987070,172,11.89,Good,0,12,0,Urban,877300,0
Male,22,Undergraduate,Married,Employed,173400,0,Lakshadweep,0,Gold Loan,11450,0,Rent,Gold,136550,11,11.82,Bad,0,12,4,Urban,2082100,1
Other,65,Graduate,Married,Unemployed,94400,150600,Bihar,4,Travel Loan,42870,2,Rent,Home,167070,17,11.83,Bad,3,6,1,Urban,211500,1
Male,46,Undergraduate,Single,Employed,1058600,106900,Andaman and Nicobar Islands,8,Credit Card Loan,238950,2,Own,Home,150160,33,12.0,Good,1,8,0,Rural,144700,1
Male,21,Undergraduate,Single,Employed,95800,0,Himachal Pradesh,10,Education Loan,26680,0,Rent,Agricultural Land,1094040,101,6.78,Good,0,8,0,Urban,43000,0
Female,43,Graduate,Married,Employed,266200,0,Odisha,3,Home Loan,53520,1,Rent,House,1346840,300,8.42,Good,0,6,2,Urban,2966700,0
Male,45,Graduate,Married,Employed,437400,0,West Bengal,3,Consumer Durable Loan,68090,0,Rent,Home,81900,16,10.23,Good,0,10,0,Urban,199200,1
Male,23,Not Graduate,Married,Employed,169700,0,Puducherry,2,Wedding Loan,80610,0,Family,Home,189960,50,16.6,Good,1,4,0,Urban,421700,1
Female,80,Undergraduate,Single,Employed,260200,0,Sikkim,9,Travel Loan,281370,3,Family,Home,37170,15,14.63,Bad,0,2,2,Urban,116400,1
Male,32,Undergraduate,Married,Employed,75600,0,Haryana,1,Personal Loan,8000,0,Rent,Home,146990,51,14.86,Bad,1,11,4,Rural,72300,0
Male,38,Undergraduate,Single,Employed,304200,0,Assam,4,Home Loan,18780,0,Family,Apartment/Flat,1870810,182,8.35,Good,0,8,1,Semi-urban,3555200,0
Male,45,Undergraduate,Married,Employed,196800,0,Uttarakhand,1,Wedding Loan,45080,1,Rent,Home,305240,65,14.26,Good,0,6,0,Semi-urban,135300,1
Male,70,Not Graduate,Single,Employed,242300,0,Rajasthan,10,Personal Loan,37720,0,Rent,Home,344810,29,6.78,Good,0,7,2,Urban,467100,1
Female,64,Undergraduate,Single,Employed,252100,0,West Bengal,0,Home Loan,179650,0,Rent,Apartment/Flat,4246950,256,9.58,Good,0,8,0,Urban,1481300,0
Female,66,Undergraduate,Married,Employed,216900,0,Puducherry,5,Home Loan,89890,1,Rent,House,6268450,156,6.0,Good,0,3,0,Semi-urban,2894900,0
Female,32,Graduate,Single,Employed,275400,0,Chandigarh,1,Personal Loan,346880,0,Rent,Home,96520,56,11.81,Good,0,7,1,Urban,34200,1
Male,71,Graduate,Single,Employed,347500,128600,Odisha,4,Business Loan,227530,2,Family,Other,5554040,30,13.75,Bad,1,7,0,Semi-urban,576400,0
Female,70,Undergraduate,Married,Employed,248000,0,Tripura,6,Farm Equipment Loan,74550,1,Family,Agricultural Land,224790,14,11.24,Good,0,15,0,Semi-urban,1055200,1
Female,47,Graduate,Single,Self-employed,845200,194500,Tamil Nadu,7,Farm Equipment Loan,262930,3,Own,Land/Plot,180560,63,12.25,Good,0,11,1,Urban,4338100,1
Male,52,Undergraduate,Married,Self-employed,248400,148700,Gujarat,6,Personal Loan,93910,1,Rent,Home,80020,43,13.24,Good,0,1,0,Urban,274200,1
Female,20,Not Graduate,Married,Employed,109400,0,Kerala,4,Travel Loan,14600,1,Family,Home,200040,12,15.85,Bad,1,3,1,Rural,82500,0
Female,65,Graduate,Single,Self-employed,525800,0,Bihar,3,Home Loan,205890,3,Rent,Apartment/Flat,742440,180,11.96,Bad,1,3,1,Rural,442200,1
Female,78,Graduate,Married,Employed,194200,0,Maharashtra,8,Home Loan,160720,1,Family,House,677610,314,12.24,Bad,0,4,2,Urban,697500,0
Male,47,Undergraduate,Married,Employed,197100,0,Gujarat,7,Home Loan,32870,1,Rent,Apartment/Flat,3321750,253,7.88,Good,0,6,0,Urban,3213800,0
Male,52,Graduate,Married,Employed,481400,0,Jammu and Kashmir,7,Credit Card Loan,109670,1,Family,Home,38790,14,16.39,Good,0,5,1,Semi-urban,91900,1
Female,49,Undergraduate,Married,Employed,363300,102700,Dadra and Nagar Haveli and Daman and Diu,8,Startup Loan,169840,1,Rent,Commercial Property,411250,157,13.93,Good,0,12,0,Semi-urban,3644200,1
Female,23,Undergraduate,Married,Self-employed,134000,0,Uttarakhand,2,Business Loan,122880,0,Rent,Commercial Property,328890,122,15.54,Good,0,4,1,Urban,3447800,1
Male,57,Undergraduate,Divorced,Employed,388000,0,Manipur,10,Startup Loan,59230,0,Rent,Commercial Property,968040,107,13.94,Good,0,14,0,Rural,258900,0
Male,63,Undergraduate,Single,Employed,456000,414700,Andhra Pradesh,10,Personal Loan,153300,0,Rent,Other,343360,46,14.61,Good,0,13,0,Rural,49900,0
